doi,label,title,abstract
10.1177/0956797609358096,0,Sweet Future,"This study explored metabolic mechanisms of future (delay) discounting, a choice phenomenon where people value present goods over future goods. Using fluctuating blood glucose as an index of body-energy budget, optimal discounting should regulate choice among rewards as a function of temporal caloric requirement. We identified this novel link between blood glucose levels measured in the lab and future-discounting rates of participants, who made choices between a ""smaller and sooner"" reward and a ""larger but later"" option, with possible actual monetary rewards. A group of participants who drank a soft drink that contained sugar showed a reduced rate of future discounting afterward, when we controlled for sex, age, body mass index, and the taste of the drink. In contrast, a group of participants who drank a soft drink that contained artificial sweetener showed an increased rate of future discounting. Blood glucose levels not only varied as a result of caloric intake but also regulated the rate of future discounting, according to participants' dynamic body-energy budget."
10.1037/0278-7393.34.2.353,0,Tracing attention and the activation flow in spoken word planning using eye movements.,"The flow of activation from concepts to phonological forms within the word production system was examined in 3 experiments. In Experiment 1, participants named pictures while ignoring superimposed distractor pictures that were semantically related, phonologically related, or unrelated. Eye movements and naming latencies were recorded. The distractor pictures affected the latencies of gaze shifting and vocal naming. The magnitude of the phonological effects increased linearly with latency, excluding lapses of attention as the cause of the effects. In Experiment 2, no distractor effects were obtained when both pictures were named. When pictures with superimposed distractor words were named or the words were read in Experiment 3, the words influenced the latencies of gaze shifting and picture naming, but the pictures yielded no such latency effects in word reading. The picture-word asymmetry was obtained even with equivalent reading and naming latencies. The picture-picture effects suggest that activation spreads continuously from concepts to phonological forms, whereas the picture-word asymmetry indicates that the amount of activation is limited and task dependent."
10.1037/0278-7393.34.1.146,0,"Now you see it, now you don't: Repetition blindness for nonwords.","Repetition blindness (RB) for nonwords has been found in some studies, but not in others. The authors propose that the discrepancy in results is fueled by participant strategy; specifically, when rapid serial visual presentation lists are short and participants are explicitly informed that some trials will contain repetitions, participants are able to use partial orthographic information to correctly guess repetitions on repetition trials while avoiding spurious repetition reports on control trials. The authors first replicated V. Coltheart and R. Langdon's (2003) finding of RB for words but repetition advantage for nonwords (Experiment 1). When all participants were encouraged to utilize partial information in a same/different matching task along with an identification task, a repetition advantage was observed for both words and nonwords (Experiment 2). When guessing of repetitions was made detectable by including non-identical but orthographically similar items in the experiments, the repetition advantage disappeared; instead, RB was found for both words and nonwords (Experiments 3 and 4). Finally, when experiments did not contain any identical items, participants almost never reported repetitions, and reliable RB was found for orthographically similar words and nonwords (Experiments 5 and 6)."
10.1037/0278-7393.34.3.478,0,Working memory costs of task switching.,"Although many accounts of task switching emphasize the importance of working memory as a substantial source of the switch cost, there is a lack of evidence demonstrating that task switching actually places additional demands on working memory. The present study addressed this issue by implementing task switching in continuous complex span tasks with strictly controlled time parameters. A series of 4 experiments demonstrate that recall performance decreased as a function of the number of task switches and that the concurrent load of item maintenance had no influence on task switching. These results indicate that task switching induces a cost on working memory functioning. Implications for theories of task switching, working memory, and resource sharing are addressed."
10.1037/0278-7393.34.1.230,0,Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.,"Research on retrieval-induced forgetting has demonstrated that retrieving some information from memory can cause the forgetting of other information in memory. Here, the authors report research on the relearning of items that have been subjected to retrieval-induced forgetting. Participants studied a list of category- exemplar pairs, underwent a series of retrieval-practice and relearning trials, and, finally, were tested on the initially studied pairs. The final recall of non-relearned items exhibited a cumulative effect of retrieval-induced forgetting such that the size of the effect increased with each block of retrieval practice. Of most interest, and very surprising from a common-sense standpoint, items that were relearned benefited more from that relearning if they had previously been forgotten. The results offer insights into the nature and durability of retrieval-induced forgetting and provide additional evidence that forgetting is an enabler--rather than a disabler--of future learning."
10.1037/0278-7393.34.1.237,0,The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.,"A robust finding in humans and animals is that intermixed exposure to 2 similar stimuli (AX/BX) results in better discriminability of those stimuli on test than does exposure to 2 equally similar stimuli in 2 separate blocks (CX_DX)--the intermixed-blocked effect. This intermixed-blocked effect may be an example of the superiority of spaced over massed practice; in the intermixed, but not the blocked exposure regime, each presentation of a given stimulus (e.g., AX) is separated from the next by the presentation of its partner (BX). Two experiments with human participants replicated the intermixed-blocked effect and showed that the effect was not due to the spacing of exposure trials. A mechanism for the intermixed-blocked effect is proposed, which combines theories from associative learning and memory."
10.1037/0278-7393.34.1.97,1,"A single-system account of the relationship between priming, recognition, and fluency.","A single-system computational model of priming and recognition was applied to studies that have looked at the relationship between priming, recognition, and fluency in continuous identification paradigms. The model was applied to 3 findings that have been interpreted as evidence for a multiple-systems account: (a) priming can occur for items not recognized; (b) the pattern of identification reaction times (RTs) to hits, misses, correct rejections, and false alarms can change as a function of recognition performance; and (c) fluency effects (shorter RTs to words judged old vs. judged new) and priming effects (shorter RTs to old vs. new words) can be observed in amnesic patients at levels comparable with healthy adults despite impaired or near-chance recognition. The authors' simulations suggest, contrary to previous interpretations, that these results are consistent with a single-system account."
10.1037/0278-7393.34.1.219,0,Modeling distributions of immediate memory effects: No strategies needed?,"Many models of immediate memory predict the presence or absence of various effects, but none have been tested to see whether they predict an appropriate distribution of effect sizes. The authors show that the feature model (J. S. Nairne, 1990) produces appropriate distributions of effect sizes for both the phonological confusion effect and the word-length effect. The model produces the appropriate number of reversals, when participants are more accurate with similar items or long items, and also correctly predicts that participants performing less well overall demonstrate smaller and less reliable phonological similarity and word-length effects and are more likely to show reversals. These patterns appear within the model without the need to assume a change in encoding or rehearsal strategy or the deployment of a different storage buffer. The implications of these results and the wider applicability of the distributionmodeling approach are discussed."
10.1037/0278-7393.34.3.460,0,Stereotypes and retrieval-provoked illusory source recollections.,"When expectations and stereotypes are activated at retrieval, they spontaneously create distorted and illusory recollections that are consistent with these expectations. Participants studied doctor (physician)-related and lawyer-related statements that were presented by 2 different people. When informed, on a subsequent source memory test, (i.e., of who presented what) that one of the study sources was actually a doctor and the other source was a lawyer, there was a strong tendency to attribute the test items in a stereotype-consistent manner. In 3 experiments, participants frequently reported recollecting specific details, such as via ""remember"" judgments, to justify their stereotype-consistent but incorrect responses. These experiments rule out explanations involving either the misattribution of strong familiarity or differences in the bias to making remember responses as accounts for the illusory source attributions. Instead, the illusory recollections are consistent with the notion that recollective experience is manufactured from both the information in the memory trace and information in the retrieval environment, such as an individual's expectations, stereotypes, and general knowledge."
10.1037/0278-7393.34.2.430,1,Across-notation automatic numerical processing.,"In this article, the authors explored the existence of across-notation automatic numerical processing using size comparison and same-different paradigms. Participants were Arabic speakers, who used 2 sets of numerical symbols -- Arabic and Indian. They were presented with number pairs in the same notation (Arabic or Indian) or in different ones (Arabic and Indian). In the size comparison paradigm, 2 digits differing both numerically and physically were compared on the physical dimension. Nevertheless, there was evidence that participants automatically processed the irrelevant numerical dimension in different notation pairs. In the same-different paradigm, 2 digits were presented either in the same or in different notations. Participants had to indicate whether the 2 digits were physically the same. The results again showed evidence for the automatic processing of numerical magnitude for pairs in different notations. Findings of both experiments suggest that numbers in different notations are automatically translated into a common representation of magnitude, in line with M. McCloskey's (1992) abstract representation model."
10.1037/0278-7393.34.1.65,1,Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.,"The authors investigated semantic neighborhood density effects on visual word processing to examine the dynamics of activation and competition among semantic representations. Experiment 1 validated feature-based semantic representations as a basis for computing semantic neighborhood density and suggested that near and distant neighbors have opposite effects on word processing. Experiment 2 confirmed these results: Word processing was slower for dense near neighborhoods and faster for dense distant neighborhoods. Analysis of a computational model showed that attractor dynamics can produce this pattern of neighborhood effects. The authors argue for reconsideration of traditional models of neighborhood effects in terms of attractor dynamics, which allow both inhibitory and facilitative effects to emerge."
10.1037/0278-7393.34.1.243,0,When does between-sequence phonological similarity promote irrelevant sound disruption?,"Typically, the phonological similarity between to-be-recalled items and TBI auditory stimuli has no impact if recall in serial order is required. However, in the present study, the authors have shown that the free recall, but not serial recall, of lists of phonologically related to-be-remembered items was disrupted by an irrelevant sound stream (end rhymes) sharing similar phonological content. These findings can be explained by the notion that between-sequence phonological similarity effects emerge when category-cueing processes become an important determinant for recall, such as when shared category information can be used as a retrieval aid to cue list items or plausible list candidates. In this case, the presence of categorically similar irrelevant items impairs the retrieval of list items and leads to intrusion error. Implications of these results for theories of auditory distraction are discussed."
10.1037/0278-7393.34.3.546,1,Bidirectional associations in multiplication memory: Conditions of negative and positive transfer.,"A variety of experimental evidence indicates that the memory representation for multiplication facts (e.g., 6 x 9 = 54) incorporates bidirectional links with a forward association from factors to product and a reverse association from product to factors. Surprisingly, the authors did not find evidence in Experiment 1 of facilitative transfer-of-practice from multiplication (6 x 9 = ?) to factoring (54 = ? x ?); in fact, multiplication practice produced item-specific interference with factoring. Similarly, the authors found no evidence in Experiment 2 that repetition of specific factoring problems (54 = ? x ?) facilitated performance of corresponding multiplication problems (6 x 9 = ?). In Experiment 3, participants practiced both multiplication and factoring and presented facilitative transfer in both directions. Thus, bidirectional facilitation occurred if both operations were practiced, but interference occurred when only one operation was practiced. We propose that this seemingly paradoxical behavior occurs because it is adaptive for the bidirectional retrieval structure to retain operational flexibility in the context of practicing both operations, whereas it is adaptive to specialize the memory representation for the practiced operation (i.e., factoring or multiplication) when only one operation is practiced."
10.1037/0278-7393.34.3.514,1,The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency.,"The item-specific proportion congruent (ISPC) effect refers to the observation that the Stroop effect is larger for words that are presented mostly in congruent colors (e.g., BLUE presented 75% of the time in blue) and smaller for words that are presented mostly in a given incongruent color (e.g., YELLOW presented 75% of the time in orange). One account of the ISPC effect, the modulation hypothesis, is that participants modulate attention based on the identity of the word (i.e., participants allow the word to influence responding when it is presented mostly in its congruent color). Another account, the contingency hypothesis, is that participants use the word to predict the response that they will need to make (e.g., if the word is YELLOW, then the response is probably ""orange""). Reanalyses of data from L. L. Jacoby, D. S. Lindsay, and S. Hessels (2003), along with results from new experiments, are inconsistent with the modulation hypothesis but entirely consistent with the contingency hypothesis. A response threshold mechanism that uses contingency information provides a sufficient account of the data."
10.1037/0278-7393.34.1.186,1,The ultimate sampling dilemma in experience-based decision making.,"Computer simulations and 2 experiments demonstrate the ultimate sampling dilemma, which constitutes a serious obstacle to inductive inferences in a probabilistic world. Participants were asked to take the role of a manager who is to make purchasing decisions based on positive versus negative feedback about 3 providers in 2 different product domains. When information sampling (from a computerized database) was over, they had to make inferences about actual differences in the database from which the sample was drawn (e.g., about the actual superiority of different providers, or about the most likely origins of negatively valenced products). The ultimate sampling dilemma consists in a forced choice between 2 search strategies that both have their advantages and their drawbacks: natural sampling and deliberate sampling of information relevant to the inference task. Both strategies leave the sample unbiased for specific inferences but create errors or biases for other inferences."
10.1037/0278-7393.34.3.439,0,How to say no: Single- and dual-process theories of short-term recognition tested on negative probes.,"Three experiments with short-term recognition tasks are reported. In Experiments 1 and 2, participants decided whether a probe matched a list item specified by its spatial location. Items presented at study in a different location (intrusion probes) had to be rejected. Serial position curves of positive, new, and intrusion probes over the probed location's position were mostly parallel. Serial position curves of intrusion probes over their position of origin were again parallel to those of positive probes. Experiment 3 showed largely parallel serial position effects for positive probes and for intrusion probes plotted over positions in a relevant and an irrelevant list, respectively. The results support a dual-process theory in which recognition is based on familiarity and recollection, and recollection uses 2 retrieval routes, from context to item and from item to context."
10.1037/0278-7393.34.2.408,0,"Intentional forgetting is easier after two ""shots"" than one.","Three experiments evaluated whether the magnitude of the list-method directed forgetting effect is strength dependent. Throughout these studies, items were strengthened via operations thought to increase context strength (spaced presentations) or manipulations thought to increment the item strength without affecting the context strength (processing time and processing depth). The assumptions regarding which operations enhance item and context strength were based on the ""one-shot"" hypothesis of context storage (K. J. Malmberg & R. M. Shiffrin, 2005). The results revealed greater directed forgetting of strong items compared with weak items, but only when strength was varied via spaced presentations (Experiment 3). Equivalent directed forgetting was observed for strong and weak items when strengthening operations increased item strength without affecting the context strength (Experiments 1 and 2). These results supported the context hypothesis of directed forgetting (L. Sahakyan & C. M. Kelley, 2002)."
10.1037/0278-7393.34.2.302,0,How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms.,"It has been claimed that bilingualism enhances inhibitory control, but the available evidence is equivocal. The authors evaluated several possible versions of the inhibition hypothesis by comparing monolinguals and bilinguals with regard to stop signal performance, inhibition of return, and the attentional blink. These three phenomena, it can be argued, tap into different aspects of inhibition. Monolinguals and bilinguals did not differ in stop signal reaction time and thus were comparable in terms of active-inhibitory efficiency. However, bilinguals showed no facilitation from spatial cues, showed a strong inhibition of return effect, and exhibited a more pronounced attentional blink. These results suggest that bilinguals do not differ from monolinguals in terms of active inhibition but have acquired a better ability to maintain action goals and to use them to bias goal-related information. Under some circumstances, this ability may indirectly lead to more pronounced reactive inhibition of irrelevant information."
10.1037/0278-7393.34.2.343,1,Priming addition facts with semantic relations.,"Results from 2 relational-priming experiments suggest the existence of an automatic analogical coordination between semantic and arithmetic relations. Word pairs denoting object sets served as primes in a task that elicits ""obligatory"" activation of addition facts (5 + 3 activates 8; J. LeFevre, J. Bisanz, & L. Mrkonjic, 1988). Semantic relations between the priming words were either aligned or misaligned with the structure of addition (M. Bassok, V. M. Chase, & S. A. Martin, 1998). Obligatory activation of addition facts occurred when the digits were primed by categorically related words (tulips-daisies), which are aligned with addition, but did not occur when the digits were primed by unrelated words (hens-radios, Experiment 1) or by functionally related words (records-songs, Experiment 2), which are misaligned with addition. These findings lend support to the viability of automatic analogical priming (B. A. Spellman, K. J. Holyoak, & R. G. Morrison, 2001) and highlight the relevance of arithmetic applications to theoretical accounts of mental arithmetic."
10.1037/0278-7393.34.3.524,1,Learning correct responses and errors in the Hebb repetition effect: Two faces of the same coin.,"In a serial recall task, the Hebb repetition effect occurs when recall performance improves for a sequence repeated throughout the experimental session. This phenomenon has been replicated many times. Nevertheless, such cumulative learning seldom leads to perfect recall of the whole sequence, and errors persist. Here the authors report evidence that there is another side to the Hebb repetition effect that involves learning errors produced in a repeated sequence. A learning measure based on past recalls (correct or incorrect) shows that the probability of a given response increases with the number of prior occurrences of that response. The pattern of results reveals another manifestation of the Hebb repetition effect and speaks to the nature of implicit learning."
10.1037/0278-7393.34.3.495,1,On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses.,"The joint effects of stimulus quality and word frequency in lexical decision were examined in 4 experiments as a function of nonword type (legal nonwords, e.g., BRONE, vs. pseudohomophones, e.g., BRANE). When familiarity was a viable dimension for word-nonword discrimination, as when legal nonwords were used, additive effects of stimulus quality and word frequency were observed in both means and distributional characteristics of the response-time distributions. In contrast, when the utility of familiarity was undermined by using pseudohomophones, additivity was observed in the means but not in distributional characteristics. Specifically, opposing interactive effects in the underlying distribution were observed, producing apparent additivity in means. These findings are consistent with the suggestion that, when familiarity is deemphasized in lexical decision, cascaded processing between letter and word levels is in play, whereas, when familiarity is a viable dimension for word-nonword discrimination, processing is discrete."
10.1037/0278-7393.34.1.249,0,Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis.,"In 2 experiments participants named pictures of common objects with superimposed distractor words. In one naming condition, the pictures and words were presented simultaneously on every trial, and participants produced the target response immediately. In the other naming condition, the presentation of the picture preceded the presentation of the distractor by 1,000 ms, and participants delayed production of their naming response until distractor word presentation. Within each naming condition, the distractor words were either semantic category coordinates of the target pictures or unrelated. Orthogonal to this manipulation of semantic relatedness, the frequency of the pictures' names was manipulated. The authors observed semantic interference effects in both the immediate and delayed naming conditions but a frequency effect only in the immediate naming condition. These data indicate that semantic interference can be observed when target picture naming latencies do not reflect the bottleneck at the level of lexical selection. In the context of other findings from the picture-word interference paradigm, the authors interpret these data as supporting the view that the semantic interference effect arises at a postlexical level of processing."
10.1037/0278-7393.34.2.399,1,Multidimensional visual statistical learning.,"Recent studies of visual statistical learning (VSL) have demonstrated that statistical regularities in sequences of visual stimuli can be automatically extracted, even without intent or awareness. Despite much work on this topic, however, several fundamental questions remain about the nature of VSL. In particular, previous experiments have not explored the underlying units over which VSL operates. In a sequence of colored shapes, for example, does VSL operate over each feature dimension independently, or over multidimensional objects in which color and shape are bound together? The studies reported here demonstrate that VSL can be both object-based and feature-based, in systematic ways based on how different feature dimensions covary. For example, when each shape covaried perfectly with a particular color, VSL was object-based: Observers expressed robust VSL for colored-shape sub-sequences at test but failed when the test items consisted of monochromatic shapes or color patches. When shape and color pairs were partially decoupled during learning, however, VSL operated over features: Observers expressed robust VSL when the feature dimensions were tested separately. These results suggest that VSL is object-based, but that sensitivity to feature correlations in multidimensional sequences (possibly another form of VSL) may in turn help define what counts as an object."
10.1037/0278-7393.34.1.204,1,Accounting for occurrences: A new view of the use of contingency information in causal judgment.,"When people make causal judgments from contingency information, a principal aim is to account for occurrences of the outcome. When 2 causes are under consideration, the capacity of either to account for occurrences is judged from how likely the cause is to be present when the outcome occurs and from the rate at which the outcome occurs when that cause alone is present, which gives an estimate of the strength of the cause. These propositions are formalized in a weighted averaging model, which successfully predicted several judgmental phenomena not predicted by other models of causal judgment. These include a tendency for judgment of one cause (A) to be reduced as the number of occurrences of when only the other one (B) increases and a tendency for A to receive higher judgments than B if A is better able to account for occurrences than B is even if B has a higher contingency with the outcome than A does. Overshadowing, a tendency for judgments of B to be depressed if A has a higher contingency, is weak or absent when B is better able to account for occurrences than A. Results of several experiments support these and related predictions derived from the accounting for occurrences hypothesis."
10.1037/0278-7393.34.1.128,1,Multiple roles for time in short-term memory: Evidence from serial recall of order and timing.,"Three experiments are reported that examine the relationship between short-term memory for time and order information, and the more specific claim that order memory is driven by a timing signal. Participants were presented with digits spaced irregularly in time and postcued (Experiments 1 and 2) or precued (Experiment 3) to recall the order or timing of the digits. The primary results of interest were as follows: (a) Instructing participants to group lists had similar effects on serial and timing recall in inducing a pause in recall between suggested groups; (b) the timing of recall was predicted by the timing of the input lists in both serial recall and timing recall; and (c) when the recall task was precued, there was a tendency for temporally isolated items to be more accurately recalled than temporally crowded items. The results place constraints on models of serial recall that assume a timing signal generates positional representations and suggest an additional role for information about individual durations in short-term memory."
10.1037/0278-7393.34.1.80,1,An attention-based associative account of adjacent and nonadjacent dependency learning.,"In 5 experiments, results showed that when participants are faced with materials embedding relations between both adjacent and nonadjacent elements, they learn exclusively the type of relations they had to actively process in order to meet the task demands, irrespective of the spatial contiguity of the paired elements. These results are consonant with current theories positing that attention is a necessary condition for learning. More important, the results provide support for a more radical conception, in which the joint attentional processing of 2 events is also a sufficient condition for learning the relation between them. The well-documented effect of contiguity could be a by-product of the fact that attention generally focuses on contiguous events. This reappraisal considerably extends the scope of approaches based on associative or statistical processes."
10.1037/0278-7393.34.2.369,1,Orienting attention in visual working memory reduces interference from memory probes.,"Given a changing visual environment, and the limited capacity of visual working memory (VWM), the contents of VWM must be in constant flux. Using a change detection task, the authors show that VWM is subject to obligatory updating in the face of new information. Change detection performance is enhanced when the item that may change is retrospectively cued 1 s after memory encoding and 0.5 s before testing. The retro-cue benefit cannot be explained by memory decay or by a reduction in interference from other items held in VWM. Rather, orienting attention to a single memory item makes VWM more resistant to interference from the test probe. The authors conclude that the content of VWM is volatile unless it receives focused attention, and that the standard change detection task underestimates VWM capacity."
10.1037/0278-7393.34.1.167,0,Decision making and learning while taking sequential risks.,"A sequential risk-taking paradigm used to identify real-world risk takers invokes both learning and decision processes. This article expands the paradigm to a larger class of tasks with different stochastic environments and different learning requirements. Generalizing a Bayesian sequential risk-taking model to the larger set of tasks clarifies the roles of learning and decision making during sequential risky choice. Results show that respondents adapt their learning processes and associated mental representations of the task to the stochastic environment. Furthermore, their Bayesian learning processes are shown to interfere with the paradigm's identification of risky drug use, whereas the decision-making process facilitates its diagnosticity. Theoretical implications of the results in terms of both understanding risk-taking behavior and improving risk-taking assessment methods are discussed."
10.1037/0022-3514.95.1.76,0,The rejection of moral rebels: Resenting those who do the right thing.,"Four studies document the rejection of moral rebels. In Study 1, participants who made a counterattitudinal speech disliked a person who refused on principle to do so, but uninvolved observers preferred this rebel to an obedient other. In Study 2, participants taking part in a racist task disliked a rebel who refused to go along, but mere observers did not. This rejection was mediated by the perception that rebels would reject obedient participants (Study 3), but did not occur when participants described an important trait or value beforehand (Study 4). Together, these studies suggest that rebels are resented when their implicit reproach threatens the positive self-image of individuals who did not rebel."
10.1037/0022-3514.94.1.16,1,Why do implicit and explicit attitude tests diverge? The role of structural fit.,"Implicit and explicit attitude tests are often weakly correlated, leading some theorists to conclude that implicit and explicit cognition are independent. Popular implicit and explicit tests, however, differ in many ways beyond implicit and explicit cognition. The authors examined in 4 studies whether correlations between implicit and explicit tests were influenced by the similarity in task demands (i.e., structural fit) and, hence, the processes engaged by each test. Using an affect misattribution procedure, they systematically varied the structural fit of implicit and explicit tests of racial attitudes. As test formats became more similar, the implicit-explicit correlation increased until it became higher than in most previous research. When tests differ in structure, they may underestimate the relationship between implicit and explicit cognition. The authors propose a solution that uses procedures to maximize structural fit."
10.1037/0022-3514.94.4.718,1,"The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20.","How do youths' personality reports differ from those of adults? To identify the year-by-year timing of developmental trends from late childhood (age 10) to early adulthood (age 20), the authors examined Big Five self-report data from a large and diverse Internet sample. At younger ages within this range, there were large individual differences in acquiescent responding, and acquiescence variability had pronounced effects on psychometric characteristics. Beyond the effects of acquiescence, self-reports generally became more coherent within domains, and better differentiated across domains, at older ages. Importantly, however, different Big Five domains showed different developmental trends. Extraversion showed especially pronounced age gains in coherence but no gains in differentiation. In contrast, Agreeableness and Conscientiousness showed large age gains in differentiation but only trivial gains in coherence. Neuroticism and Openness showed moderate gains in both coherence and differentiation. Comparisons of items that were relatively easy versus difficult to comprehend indicated that these patterns were not simply due to verbal comprehension. These findings have important implications for the study of personality characteristics and other psychological attributes in childhood and adolescence."
10.1037/0022-3514.94.4.696,0,Terror management and adults' attachment to their parents: The safe haven remains.,"Six studies examined the role of young adults' parental attachment in terror management. Studies 1-3 revealed that activating thoughts of one's parent in response to mortality salience (MS) reduced death-thought accessibility and worldview defense and increased feelings of self-worth. Studies 4-5 demonstrated that MS led to greater ease of recalling positive maternal interactions and greater difficulty recalling negative interactions, and increased attraction to a stranger who was described as being similar to one's parent. If reliance on parents for terror management purposes reflects the operation of attachment mechanisms, then such effects should vary on the basis of an individual's attachment style. Study 6 demonstrated that, after MS, insecure individuals were more likely to rely on relationships with their parents, whereas secure individuals were more likely to rely on relationships with romantic partners."
10.1037/a0012833,0,Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.,"General action and inaction goals can influence the amount of motor or cognitive output irrespective of the type of behavior in question, with the same stimuli producing trivial and important motor and cognitive manifestations normally viewed as parts of different systems. A series of experiments examined the effects of instilling general action and inaction goals using word primes, such as ""action"" and ""rest."" The first 5 experiments showed that the same stimuli influenced motor output, such as doodling on a piece of paper and eating, as well as cognitive output, such as recall and problem solving. The last 2 experiments supported the prediction that these diverse effects can result from the instigation of general action and inaction goals. Specifically, these last 2 studies confirmed that participants were motivated to achieve active or inactive states and that attaining them decreased the effects of the primes on behavior."
10.1037/0022-3514.94.4.560,0,Affective incoherence: When affective concepts and embodied reactions clash.,"In five studies, the authors examined the effects on cognitive performance of coherence and incoherence between conceptual and experiential sources of affective information. The studies crossed the priming of happy and sad concepts with affective experiences. In different experiments, these included approach or avoidance actions, happy or sad feelings, and happy or sad expressive behaviors. In all studies, coherence between affective concepts and affective experiences led to better recall of a story than did affective incoherence. The authors suggest that the experience of such experiential affective cues serves as evidence of the appropriateness of affective concepts that come to mind. The results suggest that affective coherence has epistemic benefits and that incoherence is costly in terms of cognitive performance."
10.1037/0022-3514.94.1.60,0,Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.,"Low-prejudice people vary considerably in their ability to regulate intergroup responses. The authors hypothesized that this variability arises from a neural mechanism for monitoring conflict between automatic race-biased tendencies and egalitarian intentions. In Study 1, they found that low-prejudice participants whose nonprejudiced responses are motivated by internal (but not external) factors exhibited better control on a stereotype-inhibition task than did participants motivated by a combination of internal and external factors. This difference was associated with greater conflict-monitoring activity, measured by event-related potentials, when responses required stereotype inhibition. Study 2 demonstrated that group differences were specific to response control in the domain of prejudice. Results indicate that conflict monitoring, a preconscious component of response control, accounts for variability in intergroup bias among low-prejudice participants."
10.1037/0022-3514.94.1.1,0,Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.,"The action-based model of dissonance predicts that following decisional commitment, approach-oriented motivational processes occur to assist in translating the decision into effective and unconflicted behavior. Therefore, the modulation of these approach-oriented processes should affect the degree to which individuals change their attitudes to be more consistent with the decisional commitment (spreading of alternatives). Experiment 1 demonstrated that a neurofeedback-induced decrease in relative left frontal cortical activation, which has been implicated in approach motivational processes, caused a reduction in spreading of alternatives. Experiment 2 manipulated an action-oriented mindset following a decision and demonstrated that the action-oriented mindset caused increased activation in the left frontal cortical region as well as increased spreading of alternatives. Discussion focuses on how this integration of neuroscience and dissonance theory benefits both parent literatures."
10.1037/0022-3514.94.4.600,0,A social functional approach to emotions in bargaining: When communicating anger pays and when it backfires.,"Previous research on the communication of emotions has suggested that bargainers obtain higher outcomes if they communicate anger than if they communicate happiness because anger signals higher limits, which in turn leads opponents to give in. Building on a social functional account of communicated emotions, the authors demonstrate that the behavioral consequences of communicated anger strongly depend on structural characteristics of the bargaining situation. The results of 3 experimental studies on ultimatum bargaining corroborate the notion that communicated anger signals higher limits and that emotion effects are contingent on bargainers' expectation that low offers will be rejected. The data also indicate, however, that communicating anger in bargaining may backfire. The findings suggest that bargainers who communicate anger may obtain lower outcomes (a) when their opponent has a possibility to deceive them during bargaining and (b) when the consequences of rejecting their opponent's offer are low. Taken together, the current article reveals the boundary conditions of successful communication of anger in bargaining."
10.1037/0022-3514.95.2.420,0,"""Walking on eggshells"": How expressing relationship insecurities perpetuates them.","The authors present a model positing that when people are insecure about a relationship partner's acceptance, they often express emotional vulnerabilities to the partner, which causes them to believe the partner views them as highly vulnerable and insecure. In turn, this belief causes them to doubt the authenticity of the partner's expressions of positive regard, which may perpetuate the experience and expression of insecurity that initiated the process. Prototypes of interactions with interpersonally vulnerable individuals included partners' inauthentic expressions of regard (Study 1). Suggesting that these prototypes are applied to personal relationships when vulnerabilities are expressed, those who claimed to have expressed vulnerabilities doubted the partner's authenticity because they believed that they were viewed as vulnerable (Studies 2A, 2B, and 4). Authenticity doubts in turn predicted perceptions of rejection (Studies 3 and 4), which in turn predicted partner derogation and subsequent expressions of vulnerability (Study 4). An experimental manipulation of reflected appraisals of vulnerability increased doubts about the authenticity of a new acquaintance's expressions of emotion (Study 5). Relational insecurity may be perpetuated via the intrapersonal cognitive consequences of expressing it."
10.1037/0022-3514.94.4.647,1,How the head liberates the heart: Projection of communal responsiveness guides relationship promotion.,"In 5 studies, the authors tested predictions that (a) people project their own felt communal responsiveness onto partners, perceiving partners to be just as caring and supportive as they are, and (b) projected perceptions guide perceivers' orientation toward further promotion of communal relationships. In Study 1, a manipulation of felt communal responsiveness toward a partner affected perceptions of the partner's responsiveness to the self, which in turn predicted evaluation of the partner. In Study 2, a manipulation of responsiveness toward a new acquaintance biased perceptions of the acquaintance's responsiveness to the self, which in turn predicted attraction and warmth toward the new acquaintance. In Studies 3 and 5, participants' own felt communal responsiveness toward a friend appeared to bias their perceptions of the friend's communal responsiveness, which in turn predicted self-disclosure, evaluation of the friend (Studies 3 and 5), and support provision (Study 5). Initial projected perceptions of a friend's (Study 3) and of a spouse's (Study 4) communal responsiveness also predicted longitudinal changes in perceivers' communal responsiveness. Results suggest that those who care for partners often project that care and that this projection guides their relationship promotion."
